key,message,comment,context
091121,指定されたオーダー属性は銀行システムのオーダーと互換性がありません,,
091209,証明書はまだ有効ではないため、有効ではありません,,
091301,ESの検証に失敗しました。非同期に実装されたオーダーの場合、事前検証中にエラーが発生する可能性があります,,
1,1,,
"10 - Bank details IBAN","10 - Bank details IBAN",,
"10 - Sender bank details type",10-送信者銀行詳細タイプ,,
"10 - Sequence",10-シーケンス,,
"11 - Bank details code",11-銀行詳細コード,,
"11 - Sender bank details IBAN","11 - Sender bank details IBAN",,
"12 - Bank order currency",12-銀行受注通貨,,
"13 - Total",13-合計,,
"14 - Sender bank details type",14-送信者銀行詳細タイプ,,
"15 - Sender bank details IBAN","15 - Sender bank details IBAN",,
"16 - Bank order currency",16-銀行受注通貨,,
"16 - Economic reason code",16-経済的理由コード,,
"17-3 - File format qualifying date",17-3-ファイルフォーマットの適用日,,
"18 - Order debit type index",18-オーダー借方タイプ指数,,
"18 - Payment mode select",18-支払モードの選択,,
"19 - Fees imputation mode",19-手数料転嫁モード,,
"19 - Order index type",19-オーダーインデックス型,,
2,2,,
"20 - Bank order date",20-銀行受注日,,
"21 - Currency",21-通貨,,
"24-1 - Qualifying of date",24-1-日付の修飾,,
"24-2 - Date",24-2-日付,,
"25 - Currency",25-通貨,,
3,3,,
4,4,,
"4 - Bank details type",4-銀行詳細タイプ,,
"4 - Bank name",4-銀行名,,
"4 - Generation date",4-生成日,,
"4-1 - Payment Reason 1",4-1-支払事由1,,
"4-2 - Payment Reason 2",4-2-支払事由2,,
"4-3 - Payment Reason 3",4-3-支払事由3,,
"4-4 - Payment Reason 4",4-4-支払事由4,,
5,5,,
"5 - Bank address",5-銀行住所,,
"5 - Bank details IBAN","5 - Bank details IBAN",,
"5 - Sender company",5-送信会社,,
"6 - Bank code",6-銀行コード,,
"6 - Bank details owner name",6-銀行詳細所有者名,,
"6 - Registration code",6-登録コード,,
"6 - Sender address",6-送信者アドレス,,
"7 - Country code",7-国コード,,
"7 - Registration code",7-登録コード,,
"7 - Sequence",7-シーケンス,,
"8 - Sequence",8-シーケンス,,
"9 - Bank details type",9-銀行詳細タイプ,,
"9 - Country code",9-国コード,,
"9-1 - Special instructions 1",9-1-特記事項1,,
"9-2 - Special instructions 2",9-2-特記事項2,,
"9-3 - Special instructions 3",9-3-特記事項3,,
"A bank order %s already exist for the invoice %s.",銀行オーダー%sは請求書%sに既に存在します,,
"Accepted Bank Details Identifiers",承諾された銀行詳細ID,,
Account,アカウント,,
"Account balance",勘定残高,,
"Account management is missing.",アカウント管理が欠落しています,,
"Accounting details",会計詳細,,
"Accounting information",会計情報,,
Accounting.Account,アカウント,,
Action,アクション,,
Actions,アクション,,
"Active connection",アクティブな接続,,
"Additional information",追加情報,,
"Administration mode",管理モード,,
"Allow orders with a transfer currency different from bank details currency",銀行詳細通貨と異なる振替通貨を持つ受注を許可します,,
"Amount Rejected",却下額,,
"Amount in transfer's currency",振替金額,,
"Amount remaining to reconcile",調整する残りの金額,,
"Amount value of a bank order line is not valid",銀行受注明細の金額値が無効です,,
"Amount value of the bank order is not valid",銀行オーダーの金額値が無効です,,
"Anomaly has been detected during file generation for bank order %s",銀行オーダー%sのファイル生成中に異常が検出されました,,
"Anomaly has been detected during file generation for the beneficiary bank detail record of the bank order line %s",銀行オーダー明細%sの受取人銀行詳細レコードのファイル生成中に異常が検出されました,,
"Anomaly has been detected during file generation for the detail record of the bank order line %s",銀行受注明細%sの詳細レコードのファイル生成中に異常が検出されました,,
"Anomaly has been detected during file generation for the further information detail record of the bank order line %s",銀行オーダー明細%sの詳細情報レコードのファイル生成中に異常が検出されました,,
"Anomaly has been detected during file generation for the sender record of the bank order %s",銀行オーダー%sの送信者レコードのファイル生成中に異常が検出されました,,
"Anomaly has been detected during file generation for the total record of the bank order %s",銀行オーダー%sの合計レコードのファイル生成中に異常が検出されました,,
"App bank payment",App銀行支払い,,
"Are you sure you want get the server certificates ?",サーバー証明書を取得しますか?,,
"Are you sure you want merge the selected bank orders ?",選択した銀行オーダーを結合しますか?,,
"Are you sure you want suspend the user ? The whole initialisation process will have to be done again.",ユーザーをサスペンドしますか?全体の初期化プロセスは、もう一度行わなければなりません,,
"Arithmetic total",合計,,
"Associated MoveLine",関連付けられた移動線,,
"Associated user",関連付けられたユーザー,,
"At least one bank details you have entered is missing currency. Here is the list of invalid bank details : %s",入力した銀行の詳細のうち、少なくとも1つが通貨不明です。無効な銀行の詳細のリスト:%s,,
Authentication,認証,,
"Authentication certificate",認証証明書,,
"Authorized Bank Accounts",公認銀行口座,,
Automatic,自動,,
Available,使用可能,,
"Awaiting signature",署名待ち,,
Balance,残高,,
Bank,銀行,,
"Bank Account",銀行口座,,
"Bank Details",銀行詳細,,
"Bank Order",銀行オーダー,,
"Bank Order Details",銀行受注詳細,,
"Bank Order Lines",銀行受注明細,,
"Bank Order Status",銀行オーダーステータス,,
"Bank Order date can't be in the past",銀行オーダー日を過去にすることはできません,,
"Bank Order line",銀行受注明細,,
"Bank Order lines",銀行受注明細,,
"Bank Orders",銀行オーダー,,
"Bank Orders awaiting for signature",署名待ちの銀行オーダー,,
"Bank Orders economic reason",銀行受注の経済的理由,,
"Bank Orders economic reasons",銀行オーダーの経済的理由,,
"Bank Orders file format",銀行受注ファイル形式,,
"Bank Orders file formats",銀行受注ファイル形式,,
"Bank Reconciliation",銀行調整,,
"Bank Reconciliation Line",銀行調整明細,,
"Bank Reconciliation Lines",銀行調整明細,,
"Bank Reconciliations",銀行調整,,
"Bank Statement",銀行取引明細書,,
"Bank Statement Batch",銀行取引明細書バッチ,,
"Bank Statement detail",銀行取引明細書の詳細,,
"Bank Statement line",銀行取引明細書明細,,
"Bank Statement lines",銀行取引明細書明細,,
"Bank Statements",銀行取引明細書,,
"Bank Statements file format",銀行取引明細書ファイル形式,,
"Bank Statements file formats",銀行取引明細書ファイル形式,,
"Bank accounts",銀行口座,,
"Bank details",銀行の詳細,,
"Bank details are inactive.",銀行詳細は無効です,,
"Bank details in account management is missing.",口座管理の銀行情報がありません,,
"Bank order",銀行オーダー,,
"Bank order Date",銀行受注日,,
"Bank order amount",銀行受注額,,
"Bank order currency",銀行オーダー通貨,,
"Bank order due Date",銀行受注納期,,
"Bank order ebics partner",銀行オーダー失効パートナー,,
"Bank order export folder does not exist: %s",銀行オーダーExportフォルダが存在しません:%s,,
"Bank order export folder path",銀行オーダーExportフォルダのパス,,
"Bank order file format",銀行オーダーファイル形式,,
"Bank order file formats",銀行オーダーファイル形式,,
"Bank order line",銀行受注明細,,
"Bank order services",銀行のオーダーサービス,,
"Bank orders can only be deleted at draft or canceled status.",銀行受注は、草案または取消ステータスでのみ削除できます,,
"Bank payment",銀行決済,,
"Bank payment batch",銀行支払バッチ,,
"Bank payment batches",銀行支払バッチ,,
"Bank payment config (${ name })","銀行支払構成 (${name})",,
"Bank payment configuration",銀行支払設定,,
"Bank payment configurations",銀行支払構成,,
"Bank reconcile amount must be inferior or equal to credit or debit.",銀行調整金額は、貸方または借方と同等またはそれ以下である必要があります,,
"Bank reconciled amount",銀行調整額,,
"Bank reconciliation",銀行の調整,,
"Bank reconciliation Line",銀行調整明細,,
"Bank reconciliation Lines",銀行調整明細,,
"Bank reconciliation statement",銀行調整表,,
"Bank reconciliations",銀行の調整,,
"Bank statement",銀行取引明細書,,
"Bank statement details",銀行取引明細書の詳細,,
"Bank statement ebics partner",銀行取引明細書ebsパートナー,,
"Bank statement file format",銀行取引明細書ファイル形式,,
"Bank statement file formats",銀行取引明細書ファイル形式,,
"Bank statement lines",銀行取引明細書明細,,
"Bank statement retrieval configuration",銀行取引明細書の取得構成,,
"Bank statement services",銀行取引明細書サービス,,
"Bank statements",銀行取引明細書,,
"Bank statements file formats",銀行取引明細書ファイル形式,,
"Bank to Bank Transfers",銀行間振替,,
"Bank to bank account for external order (multiple company)","外部受注の銀行間口座 (複数の会社)",,
"Bank to bank account for internal order (unique company)","社内発注の銀行間口座 (ユニークな企業)",,
BankOrder.partnerTypeSelect,パートナータイプ,,
BankReconciliation.account,アカウント,,
BankReconciliation.amount,金額,,
BankReconciliation.cash_account,現金勘定,,
BankReconciliation.code,コード,,
BankReconciliation.company,会社,,
BankReconciliation.credit,クレジット,,
BankReconciliation.currency,通貨,,
BankReconciliation.debit,借方,,
BankReconciliation.journal,ジャーナル,,
BankReconciliation.moves_unaccounted,未計上の銀行取引明細書からの移動,,
BankReconciliation.name,名称,,
BankReconciliation.page1Title,一時移動明細,,
BankReconciliation.page2Title,銀行取引明細書,,
BankReconciliation.reference,参考,,
BankReconciliation.report_date,日付,,
BankReconciliation.report_edition_date,発行年月日,,
BankReconciliation.to_date,日付,,
BankReconciliation.type,種類,,
BankReconciliation.unreconciled_move_lines,未調整の移動ライン,,
BankReconciliationStatement.account,アカウント,,
BankReconciliationStatement.accountCode,アカウントコード,,
BankReconciliationStatement.actualBalance,残高,,
BankReconciliationStatement.amountRemaining,残量,,
BankReconciliationStatement.amountToReconcile,調整する金額,,
BankReconciliationStatement.bankDetails,銀行の詳細,,
BankReconciliationStatement.code,コード,,
BankReconciliationStatement.company,会社,,
BankReconciliationStatement.credit,クレジット,,
BankReconciliationStatement.currency,通貨,,
BankReconciliationStatement.date,日付,,
BankReconciliationStatement.debit,借方,,
BankReconciliationStatement.description,説明,,
BankReconciliationStatement.journal,ジャーナル,,
BankReconciliationStatement.journalCode,ジャーナルコード,,
BankReconciliationStatement.line,線,,
BankReconciliationStatement.mainTitle,銀行調整表,,
BankReconciliationStatement.name,名称,,
BankReconciliationStatement.noLineFoundMessage,レコードが見つかりません,,
BankReconciliationStatement.page1Title,未消込または一部消込銀行取引明細書明細,,
BankReconciliationStatement.page2Title,未調整または一部調整の移動明細,,
BankReconciliationStatement.reference,参考,,
BankReconciliationStatement.account,アカウント,,
BankReconciliationStatement.bankDetails,銀行の詳細,,
BankReconciliationStatement.mainTitle,銀行調整表,,
BankReconciliationStatement.actualBalance,残高,,
BankReconciliationStatement.SummaryTitle,概要,,
BankReconciliationStatement.accountBalance,勘定科目残高,,
BankReconciliationStatement.bankBalance,銀行残高,,
BankReconciliationStatement.accountBankGap,口座銀行ギャップ,,
BankReconciliationStatement.unreconileAccountBalance,未調整勘定残高,,
BankReconciliationStatement.reconciliationGap,調整ギャップ,,
BankStatement.Import,Import,,
BankStatement.accountCurrency,アカウント通貨:,,
BankStatement.bankAccount,銀行口座:,,
BankStatement.creationDateFrom,作成日:自,,
BankStatement.creationDateTo,へ,,
BankStatement.credit,クレジット,,
BankStatement.debit,借方,,
BankStatement.exempt,例:,,
BankStatement.finalBalance,期末残高,,
BankStatement.headerText,金額は銀行口座の通貨で表示されます,,
BankStatement.iban,IBAN:,,
BankStatement.initialBalance,期首残高,,
BankStatement.label,ラベル,,
BankStatement.movement,移動,,
BankStatement.operationDate,OD,,
BankStatement.origin,由来,,
BankStatement.reference,参照.,,
BankStatement.title,銀行取引明細書,,
BankStatement.totalOfOperations,事業合計,,
BankStatement.unavailable,無効です,,
BankStatement.valueDate,VD,,
BankStatement.yes,Y,,
Batch,バッチ,,
Batchs,バッチ,,
"C1 - Sequence","C 1-シーケンス",,
"C2 - Company name","C 2-会社名",,
"C2 - Receiver company name","C 2-受入会社名",,
Cancel,キャンセル,,
Canceled,キャンセル済み,,
"Carried out",実施済み,,
"Carry out",実施,,
"Cash account",現金勘定,,
Certificate,証明書,,
"Certificate (a005)","証明書 (a 005)",,
"Certificate (e002)","証明書 (e 002)",,
"Certificate (x002)","証明書 (x 002)",,
"Certificate confirmation",証明書の確認,,
"Certificate validity period(Years)","証明書の有効期間 (年)",,
Certificates,証明書,,
"Certificates should be renewed",証明書を更新する必要があります,,
"Change password",パスワードの変更,,
"Check the ebics certificate validation date",ebics証明書の有効期限を確認してください,,
Cheque,小切手,,
Code,コード,,
"Commission exemption index",コミッション免除指数,,
Company,会社,,
"Company bank details is missing in batch.",会社の銀行の詳細がバッチで欠落しています,,
"Company currency",会社通貨,,
"Company currency amount",会社通貨金額,,
"Company is missing.",会社が見つかりません,,
Compute,計算,,
"Computed Balance",計算残高,,
"Computed balance and Ending Balance should be equal",計算済残高と期末残高は等しい必要があります,,
"Computed digest (SHA256) of the bank order file :","銀行オーダーファイルの計算されたダイジェスト (SHA 256) :",,
"Computed digest (SHA256) of the bank order file doesn't match with the digest extract from the signature","銀行オーダーファイルの計算されたダイジェスト (SHA 256) が署名からのダイジェスト抽出と一致しません",,
"Config. per country",設定..。国ごとに,,
Confirm,確認,,
"Confirm auto. the bank orders",自動確認。銀行団,,
"Confirmation date",確認日,,
"Connection error: %s",接続エラー:%s,,
"Consolidate bank order lines per partner",取引先ごとの銀行受注明細の連結,,
Correct,修正,,
Counter,カウンター,,
Country,国,,
"Created by",作成者,,
"Created on",作成日,,
Credit,クレジット,,
"Credit Transfers",債権譲渡,,
"Credit transfer bank orders sequences",クレジット振替銀行受注の順序,,
Currency,通貨,,
"Currency in company bank details is missing.",会社の銀行の詳細に通貨がありません,,
Customer,顧客,,
"Customer invoices",顧客請求書,,
"D1 - Bank address","D 1-銀行アドレス",,
"D1-1 - Bank order sequence","D 1-1-銀行オーダーシーケンス",,
"D3 - Sort code","D 3-ソート・コード",,
"D4 - Account number","D 4-勘定科目No.",,
DN,DN,,
"Data file",データファイル,,
Date,日付,,
"Date of last execution",最後に実行された日付,,
Debit,借方,,
"Default Currency",デフォルト通貨,,
"Default additional information",デフォルトの追加情報,,
"Default economic reason",デフォルトの経済的理由,,
"Default fees imputation",デフォルト手数料の帰属,,
"Default payment Mode",デフォルトの支払モード,,
"Default receiver country",デフォルトの受信者の国,,
"Default signatory",既定の署名者,,
Description,説明,,
"Direct Debits",直接借方,,
"Direct debit",自動引き落とし,,
"Direct debit bank orders sequences",直接借方銀行受注の順序,,
"Direct debit data type",直接借方データ型,,
"Display additional information",追加情報の表示,,
"Display economic reason",経済的理由の表示,,
"Display fees imputation",表示料金の帰属,,
"Display further information",詳細情報の表示,,
"Display payment mode",支払モードの表示,,
"Display receiver address",受信者アドレスの表示,,
"Display receiver country",ディスプレイ受信国,,
Draft,ドラフト,,
"Due date",期限,,
"E - Bank order amount",E-銀行受注金額,,
Ebics,エビクス,,
"Ebics Partner",EBICSパートナー,,
"Ebics T",エビックスT,,
"Ebics TS",エビクス試液,,
"Ebics User",EBICSユーザー,,
"Ebics bank",エビックス銀行,,
"Ebics banks",エビックス銀行,,
"Ebics certificate",EBICS証明書,,
"Ebics certificate batch",EBICS証明書バッチ,,
"Ebics certificate page",EBICS証明書ページ,,
"Ebics certificates",EBICS証明書,,
"Ebics codification",ebicsコーディング,,
"Ebics partner",EBICSパートナー,,
"Ebics partner B.O. service",EBICSのパートナーであるB.O.サービス,,
"Ebics partner B.O. services",EBICSのパートナーであるB.O.サービス,,
"Ebics partner B.S. service",EBICSのパートナーであるB.S.サービス,,
"Ebics partner B.S. services",EBICSのパートナーであるB.S.サービス,,
"Ebics partners",EBICSパートナー,,
"Ebics request log",EBICS要求ログ,,
"Ebics transfer state",EBICS転送状態,,
"Ebics user",EBICSユーザー,,
"Ebics user for transport",輸送用EBICSユーザー,,
"Ebics users",EBICSユーザー,,
EbicsCertificate,ebicsCertificate関数,,
EbicsCertificateReport.authentication,認証証明書,,
EbicsCertificateReport.authenticationHash,認証証明書のハッシュ,,
EbicsCertificateReport.authenticationTitle,認証証明書の初期化レター,,
EbicsCertificateReport.authenticationVersion,"認証X 002",,
EbicsCertificateReport.bank,銀行,,
EbicsCertificateReport.encryption,暗号化証明書,,
EbicsCertificateReport.encryptionHash,暗号証明書のハッシュ,,
EbicsCertificateReport.encryptionTitle,暗号化証明書の初期化文字,,
EbicsCertificateReport.encryptionVersion,"暗号化E 002",,
EbicsCertificateReport.issuedBy,発行された証明書,,
EbicsCertificateReport.issuedTo,発行された証明書,,
EbicsCertificateReport.signature,署名証明書,,
EbicsCertificateReport.signatureHash,署名証明書のハッシュ,,
EbicsCertificateReport.signatureTitle,トランスポート署名付き証明書のための初期化レター,,
EbicsCertificateReport.signatureVersion,"署名A 005",,
"Economic reason",経済的理由,,
"Effect Date",発効日,,
"Electronic signature certificate",電子署名証明書,,
Email,Eメール,,
Employee,従業員,,
"Enable EBICS module",EBICSモジュールを有効にする,,
"Enable PSR",PSRを有効にする,,
Encryption,暗号化,,
"Encryption certificate",暗号化証明書,,
"End date",終了日,,
"Ending Balance",期末残高,,
Entry,エントリ,,
"Equivalent amount in sender bank details' currency",差出人銀行詳細の通貨の相当額,,
"Error adding certificate",証明書の追加中にエラーが発生しました,,
"Error in adding bank certificate",銀行証明書の追加中にエラーが発生しました,,
"Error in bank certificate of type %s",タイプ%sの銀行証明書にエラーがあります,,
"Error in getting ssl certificate",SSL証明書の取得中にエラーが発生しました,,
"Error with EBICS partner %s: %s",EBICSパートナー%sでエラーが発生しました:%s,,
Exempt,除外,,
Expense,経費,,
Export,Export,,
"F - Receiver label",F-受信機ラベル,,
"Failed to create bank order from invoice payment",請求書支払からの銀行オーダーの作成に失敗しました,,
Fax,ファクス,,
"Fees imputation",手数料の帰属,,
File,ファイル,,
"File format",ファイル形式,,
"File generation date",ファイル生成日,,
"File generation supported",サポートされるファイル生成,,
"File to send",送信するファイル,,
"Filter Receiver Bank Details",受信者銀行詳細のフィルタ,,
"Filter receiver bank details",フィルタレシーバー銀行の詳細,,
"Final balance",期末残高,,
"From Date",日付:自,,
"Full name",フルネーム,,
"Further information",詳細情報,,
"G1 - Bank code","G 1-銀行コード",,
"G1 - Bank establisment code","G 1-銀行設立コード",,
General,全般,,
"General information",一般情報,,
"Generate Bank order",銀行オーダーの生成,,
"Generate DN",DNの生成,,
"Generate account move from the bank order",銀行受注から勘定科目移動を生成します,,
"Generate bank payment configurations",銀行支払構成の生成,,
"Generate certificates",証明書の生成,,
"Generate move when validating a bank order",銀行受注の検証時に移動を生成します,,
"Generated file",生成されたファイル,,
"Get bank parameters (HPD)","銀行パラメータ ( HPD ) を取得します",,
"Get date",日付を取得する,,
"Get mode",モードを取得,,
"Get the UserID state (HTD)","ユーザIDの状態を取得する ( HTD )",,
"Get the bank statements",銀行取引明細書を入手する,,
"Get the server certificates (HPB)","サーバー証明書 ( HPB ) を取得する",,
"Get the user log (PTK)","ユーザーログを取得する ( PTK )",,
"Global attributes",グローバル属性,,
"Hash E002","ハッシュE 002",,
"Hash X002","ハッシュX 002",,
"Host ID",ホストID,,
"Host Id",ホストID,,
"ICS Number",ICSNo.,,
Import,Import,,
"Import Ebics user",EBICSユーザーのImport,,
"Import Ebics users",EBICSユーザーのImport,,
"Import ebics users",ebicsユーザーのImport,,
"Import log",ログのImport,,
Imported,輸入品,,
"Include other bank statements",その他の銀行取引明細書を含む,,
"Incorrect password, please try again",パスワードが正しくありません。再試行してください,,
Information,情報,,
"Initial balance",期首残高,,
"Initialization Letter edition date",初期化レターの発行日,,
"Interbank payment order",銀行間支払指図,,
"International Bank to Bank Transfers",国際銀行間振替,,
"International Credit Transfer",国際送金,,
"International Credit Transfers",国際信用取引,,
"International Direct Debit",国際直接借方,,
"International Direct Debits",国際ダイレクト・デビット,,
"International Treasury transfer",財務省の国際移転,,
"International credit transfers",国際送金,,
"International direct debits",国際直接借方,,
"International treasury transfers",国際的な財政移転,,
"Invalid bank url. It must be start with http:// or https://","無効な銀行URLです。http :// またはhttps :// で始まる必要があります",,
"Invalid order id \"%s\"""""","無効なオーダーID\%s\",,
Invoice,請求書,,
"Is posted",投稿された,,
Issuer,発行者,,
Journal,ジャーナル,,
Journals,仕訳,,
Label,ラベル,,
Language,言語,,
"Last segment",最後のセグメント,,
"Line type",線種,,
"Load bank statements",銀行取引明細書のロード,,
"Load certificate",証明書のロード,,
"Load other bank statements",他の銀行取引明細書のロード,,
"Manage bank to bank transfer payment",銀行間振替支払の管理,,
"Manage credit transfer payment",クレジット振替支払の管理,,
"Manage direct debit payment",自動引き落とし支払の管理,,
"Maximum order limit reach",最大オーダー限度到達,,
"Merge bank orders","Me"Missing bank statement file",銀行取引明細�"Missing bank statement file",銀�"Missing bank statement file format",銀行取引"Missing bank statement file format",銀行取�Mode,モード,,
"Monthly payment schedules",毎月の支払予定"MoMove,移動,,
"Move Line",線分を移動,,
"Move lines",線分を移動する,,
Movement,移動,,
Multicurrency,複数通貨,,
Multidate,複数日付,,
"Multiple reconcile",複数の調整,,
"Multiple reconciles",複数の調整,,
Name,名称,,
"Name of the contract/subscription",契約/サブ"Name of the contract/subscriptio"Name of the user or service",ユーザーまた�"Name of the user or servi"National Bank to Bank Transfers",国立銀行か"National Bank to Bank T"National Treasury transfer",国庫移転,,
"National treasury transfer",国庫移転,,
"Next order id",次のオーダーID,,
"No address has been defined in the receiver %s","No address has been defined in the receiver %s",受信側%"No address has been defined in the sender compan"No address has been defined in the sender company %s",送信元の会社%"No bank certificate of type %s found",タイプ%"No bank certificate of type %s found",タイ�"No bank orders found",銀行からのオーダ�"No bank orders found",銀�"No folder path has been defined in the payment m"No folder path has been defined in the payment mode %s",支払いモード%sに�"No processed payment schedule lines",処理済�"No processed payment sch"No service configured on EBICS partner %s for fi"No service configured on EBICS partner %s for file format %s",ファイル形式%sのEBICSパートナー%"Not exempt",免除されない,,
"Not rejected",却下されません,,
"Num segments","セグメント数 (Num Segments)"Num"Number of days to take into account to alert",�"Number of days to take into"Number of lines",行数,,
"Number of retrieved bank statements: %d.",取得"Number of retrieved bank statements: %OK,OK,,
"Only validated payment schedule lines can be rej"Only validated payment schedule lines can be rejected.",拒否できるの�"Operation Code",工程コード,,
"Operation date",工程日,,
"Order Type",オーダー・タイプ,,
"Order debit type",受注借方タイプ,,
"Order overall debit",受注全体の借方,,
"Order type to filter",フィルタする受注�"Order typOrigin,由来,,
"Original digest extracted from the signature :","Original digest extracted from the signature :",署名Origins,起源,,
Other,その他,,
"Other bank order types",その他の銀行受注"Other bank "Overall debit by transfer currency",振替通貨"Overall debit by traPEM,PEM,,
"Parent payment schedule cannot be null.",親支�"Parent payment schedule cannot be n"Partially reconciled bank statement line",一部"Partially reconciled bank statement li"Partially rejected",部分的に拒否されま�"PartialPartner,パートナー,,
"Partner active UMR is missing.",パートナー�"Partner active UMR is missing.",パー�"Partner id",パートナーID,,
"Partner is missing.",パートナーが見つか"Partner is misPassword,パスワード,,
"Payment Mode",支払モード,,
"Payment Reason",支払事由,,
"Payment Status Report",支払ステータス・�"Payment Statu"Payment Status Report file format",支払ステ�"Payment Status Report file format",支払ス�"Payment method is missing.",支払方法があ�"Payment meth"Payment mode is missing on the invoice %s",請�"Payment mode is missing on the invoice %s",�"Payment reason line1",支払事由明細1,,
"Payment reason line2",支払事由明細2,,
"Payment reason line3",支払事由明細3,,
"Payment reason line4",支払事由明細4,,
"Payment schedule line",支払予定明細,,
"Payment schedule line cannot be null.",支払予"Payment schedule line cannot be null"Payment schedule line rejection",支払予定明"Payment schedu"Payment schedule lines",支払予定明細,,
"Payment schedule lines to reject",拒否する�"Payment schedule l"Payment schedules",支払予定,,
Period,期間,,
"Piece dates",ピース日付,,
"Piece due dates",ピースの締め切り日,,
"Piece references",ピース参照,,
